Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
24,L. Robertone,Almería,Almería,"LDMF, LCMF, RCMF",LDMF,7,27,0,2028-06-30,35,2812,Argentina,"Argentina, Italy",right,169,66,no,10.11,3.297222,1.41025,4.448128,SPA1,Testing,2024,0.6017364672096596,0.5376553947352636,0.5696959309724616
25,Koke,Atlético Madrid,Atlético Madrid,"DMF, LCMF",DMF,7,32,0,2025-06-30,37,2914,Spain,Spain,right,176,74,no,8.09,4.170635999999999,0.5255040000000001,7.440538,SPA1,Testing,2024,0.6021716259771136,0.6464415460714877,0.6243065860243007
26,Martín Zubimendi,Real Sociedad,Real Sociedad,DMF,DMF,7,25,0,2027-06-30,33,3122,Spain,Spain,right,181,74,no,7.01,3.34414,1.356614,4.292782,SPA1,Testing,2024,0.115384438763776,0.1682066297766325,0.1417955342702042
27,Guevara,Deportivo Alavés,Deportivo Alavés,"LDMF, LCMF, RDMF",LDMF,7,26,0,2027-06-30,38,3264,Spain,Spain,right,180,73,no,8.52,4.660855999999999,1.268805,4.577000999999999,SPA1,Testing,2024,0.4785067121982838,0.4876363555342664,0.4830715338662751
28,Kirian Rodríguez,Las Palmas,Las Palmas,"DMF, LCMF",DMF,7,28,0,2028-06-30,37,3531,Spain,Spain,right,180,72,no,6.17,3.490339999999999,0.714696,6.347973,SPA1,Testing,2024,0.4713886215883221,0.4042676421837775,0.4378281318860498
0,A. Jankewitz,Winterthur,Winterthur,"RDMF, RCMF",RDMF,7,22,0,2025-06-30,18,1494,Switzerland,"Switzerland, Cameroon",right,185,80,yes,8.37,4.516452,1.024365,3.794,SWZ,Testing,2024,0.5696494746456345,0.624435778632704,0.5970426266391693
1,M. Stevanović,St. Gallen,St. Gallen,"DMF, RCMF, AMF",DMF,7,22,0,2025-06-30,31,1543,Switzerland,"Switzerland, Serbia",right,185,75,no,9.57,4.435504,0.5254430000000001,3.269,SWZ,Testing,2024,0.6064694540536001,0.582334228909402,0.594401841481501
2,C. Niasse,Young Boys,Young Boys,"DMF, LCMF, RCMF",DMF,7,24,0,2026-06-30,30,2132,France,"France, Senegal",right,188,80,no,11.02,4.940954,1.268055,3.337873,SWZ,Testing,2024,0.8268096613030091,0.8196834235434006,0.8232465424232049
3,S. Lauper,Young Boys,Young Boys,"DMF, LCMF, RCMF",DMF,7,27,0,2027-06-30,30,2421,Switzerland,Switzerland,right,185,77,no,8.66,3.94221,0.8535369999999999,5.871824,SWZ,Testing,2024,1.0,1.0,1.0
4,L. Zuffi,Winterthur,Winterthur,"LDMF, LCMF",LDMF,7,34,0,2025-06-30,31,2652,Switzerland,Switzerland,left,182,76,no,6.48,2.713914,0.5789700000000001,3.630425,SWZ,Testing,2024,0.0,0.0,0.0
5,B. Stillhart,Winterthur,Winterthur,"RDMF, LCB, LDMF",RDMF,7,30,0,2026-06-30,36,2857,Switzerland,Switzerland,right,177,69,no,7.25,3.399344,1.229584,4.885775,SWZ,Testing,2024,0.5569308339413114,0.558307152756947,0.5576189933491292
6,Jordi Quintillà,St. Gallen,St. Gallen,"DMF, RCMF",DMF,7,30,0,2025-06-30,32,3064,Spain,Spain,left,181,71,no,9.11,3.524125,1.203657,3.34714,SWZ,Testing,2024,0.6488269949214456,0.6382416859820007,0.6435343404517232
7,B. Cespedes,Yverdon Sport,Yverdon Sport,"DMF, RCMF, LCMF",DMF,7,28,0,2025-06-30,36,3202,Bolivia,"Bolivia, Switzerland",right,181,72,no,8.24,3.400414,1.06596,3.908379,SWZ,Testing,2024,0.483076705828537,0.5217018367513473,0.5023892712899422
8,A. Jashari,Luzern,Luzern,"DMF, LCMF",DMF,7,21,0,2026-06-30,37,3336,Switzerland,"Switzerland, North Macedonia",left,181,82,no,6.99,3.617418,0.270984,5.962712,SWZ,Testing,2024,0.541482800294894,0.6407345100583968,0.5911086551766455
0,O. Çelik,Samsunspor,Samsunspor,"RDMF, RCMF, DMF",RDMF,7,32,0,2024-06-30,24,908,Turkey,Turkey,right,182,71,no,9.32,4.459968,0.992877,3.86377,TUR,Testing,2024,0.5271174171510065,0.5080083809860055,0.5175628990685059
1,Y. Ackah,Kayserispor,Kayserispor,"RDMF, DMF, RCMF",RDMF,7,24,0,2026-06-30,20,974,Ghana,Ghana,right,169,65,no,8.96,4.711335000000001,0.555808,3.231998,TUR,Testing,2024,0.3628897142281547,0.3835183031046424,0.3732040086663986
2,A. Đokanović,Manisa F.K.,Manisa F.K.,"RDMF, DMF, LCMF",RDMF,7,23,0,2027-06-30,15,979,Bosnia and Herzegovina,Bosnia and Herzegovina,right,180,70,yes,8.09,4.414870000000001,1.38,2.392,TUR,Testing,2024,0.2394758223711509,0.2802536216587577,0.2598647220149543
3,A. Bertolacci,Fatih Karagümrük,Fatih Karagümrük,"LDMF, RDMF, DMF",LDMF,7,33,0,2025-06-30,17,994,Italy,Italy,left,179,72,yes,6.61,3.077181,0.27,8.1504,TUR,Testing,2024,0.4600947613483355,0.529995012667502,0.4950448870079188
4,B. Kutlu,Galatasaray,Galatasaray,"LDMF, LB, LCB",LDMF,7,26,0,2026-06-30,22,1097,Switzerland,"Switzerland, Turkey",left,186,77,no,10.99,5.004517,1.310802,7.873614,TUR,Testing,2024,1.0,1.0,1.0
5,U. Güneş,Trabzonspor,Trabzonspor,"LDMF, AMF, LCMF",LDMF,7,24,0,2027-06-30,24,1158,Germany,"Germany, Turkey",left,177,70,no,8.39,4.740975000000001,0.621411,2.176488,TUR,Testing,2024,0.268531571535102,0.2739648724482079,0.271248221991655
6,O. Ergün,İstanbul Başakşehir,İstanbul Başakşehir,"DMF, RCMF, RDMF",DMF,7,31,0,2024-06-30,21,1230,Turkey,Turkey,right,185,77,no,9.73,4.31634,0.80674,3.513285,TUR,Testing,2024,0.5229035859884801,0.4939163957976128,0.5084099908930464
7,Maestro,Adana Demirspor,Adana Demirspor,"LDMF, RCMF, RDMF",LDMF,7,20,0,2024-06-30,13,1233,Angola,Angola,right,172,64,no,9.56,5.328128,0.8029999999999999,3.358919999999999,TUR,Testing,2024,0.5226300772686152,0.494034477992408,0.5083322776305116
8,M. Bourabia,Kayserispor,Kayserispor,"LDMF, RCMF",LDMF,7,32,0,2024-06-30,13,1284,France,"France, Morocco",right,183,73,no,6.24,1.959993,0.840098,4.207131,TUR,Testing,2024,0.103589530880725,0.02683845399878357,0.06521399243975426
9,D. Kourbelis,Fatih Karagümrük,Fatih Karagümrük,"DMF, LCMF, RDMF",DMF,7,30,0,2025-06-30,18,1289,Greece,Greece,right,181,74,yes,10.61,4.047057000000001,1.464892,3.91221,TUR,Testing,2024,0.6564103953649676,0.6586677116024876,0.6575390534837275
10,G. Aburjania,Hatayspor,Hatayspor,"LDMF, LCMF",LDMF,7,29,0,2025-06-30,20,1364,Georgia,Georgia,right,185,75,no,7.59,3.626457,0.6590250000000001,3.957554,TUR,Testing,2024,0.2485466832026792,0.2544779322651325,0.2515123077339059
11,O. Shukurov,Kayserispor,Kayserispor,"LDMF, LCMF, RDMF",LDMF,7,27,0,2025-06-30,29,1377,Uzbekistan,Uzbekistan,right,183,74,no,7.19,3.33486,0.979464,3.92292,TUR,Testing,2024,0.238729301079889,0.2332789462430402,0.2360041236614646
12,Y. Konak,Sivasspor,Sivasspor,DMF,DMF,7,17,0,,17,1392,Turkey,Turkey,right,181,72,no,11.06,5.56101,1.42073,2.973861,TUR,Testing,2024,0.6678483674046563,0.6896004407457748,0.6787244040752155
13,A. Hadžiahmetović,Beşiktaş,Beşiktaş,"DMF, LCMF",DMF,7,26,0,2027-06-30,20,1622,Denmark,"Denmark, Bosnia and Herzegovina",right,179,70,no,6.71,3.217929,1.164,6.605249,TUR,Testing,2024,0.5065694414390736,0.5304977843880634,0.5185336129135685
14,E. Rakip,Antalyaspor,Antalyaspor,"RDMF, DMF, LCMF",RDMF,7,28,0,2025-06-30,30,1636,Sweden,"Sweden, North Macedonia",right,179,71,no,12.32,6.273534,2.148048,3.135,TUR,Testing,2024,0.7502234303968046,0.7787343444048008,0.7644788874008027
15,B. Stambouli,Reims,Reims,"LDMF, RDMF, RCMF",LDMF,7,33,0,2024-06-30,22,1662,France,"France, Algeria",right,180,80,no,7.42,2.98125,1.084178,5.413034,TUR,Testing,2024,0.4044537422702017,0.4327207984688498,0.4185872703695258
16,M. Pala,Rizespor,Rizespor,"RDMF, LDMF, RCMF",RDMF,7,23,0,2024-06-30,26,1765,Turkey,Turkey,right,172,68,no,9.33,5.759250000000001,0.7638720000000001,1.93626,TUR,Testing,2024,0.415238422566223,0.4035065916623828,0.4093725071143029
17,S. Feghouli,Fatih Karagümrük,Fatih Karagümrük,"RDMF, RCMF, DMF",RDMF,7,34,0,2024-06-30,28,1792,France,"France, Algeria",right,177,75,no,6.83,2.812344,0.4,6.683892000000001,TUR,Testing,2024,0.4252925333814486,0.4417676681219525,0.4335301007517005
18,F. Tait,Samsunspor,Samsunspor,"LDMF, LCMF",LDMF,7,31,0,2026-06-30,28,1805,France,France,right,176,73,no,7.48,3.188752,0.45001,4.834118,TUR,Testing,2024,0.3249519451054211,0.3213896944406755,0.3231708197730483
19,B. Ndiaye,Pendikspor,Pendikspor,"LDMF, LCMF, RDMF",LDMF,7,33,0,2024-06-30,22,1855,Senegal,Senegal,right,180,81,no,6.06,3.104,0.67947,4.218912,TUR,Testing,2024,0.1495198497055168,0.1176835824649051,0.133601716085211
20,G. Sağlam,Hatayspor,Hatayspor,"RDMF, DMF, LCMF",RDMF,7,26,0,2026-06-30,34,1937,Germany,"Germany, Turkey",right,178,72,no,7.76,3.81136,0.835416,4.83128,TUR,Testing,2024,0.4357259016574259,0.4189395236114396,0.4273327126344327
21,Y. Aït Bennasser,Samsunspor,Samsunspor,"RDMF, RCMF, LDMF",RDMF,7,27,0,2025-06-30,28,2075,France,"France, Morocco",right,184,74,no,10.5,4.72575,1.169974,5.41914,TUR,Testing,2024,0.8951362964272542,0.867113392682393,0.8811248445548236
22,T. Antalyalı,Samsunspor,Samsunspor,"LDMF, RDMF, LCMF",LDMF,7,29,0,2026-06-30,28,2104,Turkey,Turkey,right,180,71,yes,7.91,4.022536,0.8977240000000001,4.06164,TUR,Testing,2024,0.3492688649908496,0.3647184222819513,0.3569936436364005
23,O. Özçiçek,Gaziantep,Gaziantep,"DMF, LCMF, RCMF",DMF,7,25,0,,29,2210,Turkey,Turkey,right,172,65,yes,5.82,2.645,0.775385,2.609243,TUR,Testing,2024,0.0,0.0,0.0
24,L. Fer,Alanyaspor,Alanyaspor,"LDMF, LCMF, RCMF",LDMF,7,34,0,2024-06-30,33,2220,Netherlands,"Netherlands, Curaçao",right,188,79,no,7.18,3.240982,1.538379,3.4839,TUR,Testing,2024,0.2291020879333968,0.2521247166738226,0.2406134023036097
25,T. Ciğerci,Ankaragücü,Ankaragücü,"DMF, LDMF, LCMF",DMF,7,32,0,2025-06-30,27,2229,Germany,"Germany, Turkey",right,185,86,no,9.89,4.3989,1.089088,7.591032000000001,TUR,Testing,2024,0.9916887129401857,0.9819871243326589,0.9868379186364222
26,A. Lusamba,Pendikspor,Pendikspor,"LDMF, RDMF, LCMF",LDMF,7,27,0,2025-06-30,28,2278,France,"France, Congo DR",right,180,71,yes,6.28,3.120579,0.631862,4.263999999999999,TUR,Testing,2024,0.1522258384634899,0.1262023656818851,0.1392141020726875
27,Fred,Fenerbahçe,Fenerbahçe,"LDMF, LCMF",LDMF,7,31,0,2027-06-30,25,2287,Brazil,Brazil,left,169,62,no,7.71,3.465525,0.276834,6.4534,TUR,Testing,2024,0.5266903922579212,0.5241982349571862,0.5254443136075537
28,K. Demirbay,Galatasaray,Galatasaray,"LDMF, RDMF, LCMF",LDMF,7,30,0,2026-06-30,34,2402,Germany,"Germany, Turkey",left,183,75,no,7.91,4.683462,0.9737620000000001,7.342133,TUR,Testing,2024,0.6706836022871496,0.7685328419761974,0.7196082221316735
29,C. Massanga,Hatayspor,Hatayspor,"DMF, RDMF, RCMF",DMF,7,24,0,,30,2508,Congo,Congo,right,172,78,no,8.36,3.694632,2.40401,5.275825,TUR,Testing,2024,0.6937703297645308,0.6939093017340834,0.6938398157493071
30,S. Nzonzi,Konyaspor,Konyaspor,"LDMF, LCMF, DMF",LDMF,7,35,0,2024-06-30,33,2595,France,"France, Congo DR",right,196,89,no,5.83,1.66675,3.677447,5.720312,TUR,Testing,2024,0.4659976631406608,0.4122120054768288,0.4391048343087448
31,B. Özdemir,Trabzonspor,Trabzonspor,"RDMF, DMF, LDMF",RDMF,7,26,0,2025-06-30,32,2604,Turkey,Turkey,right,187,76,yes,10.23,4.25414,1.24605,6.29413,TUR,Testing,2024,0.8694625613044074,0.8873700227196234,0.8784162920120153
32,J. Kałuziński,Antalyaspor,Antalyaspor,"DMF, RCMF, RDMF",DMF,7,21,0,2026-06-30,31,2609,Poland,Poland,right,184,74,no,7.0,3.069,1.068837,5.10453,TUR,Testing,2024,0.3528270991183051,0.3549625657292181,0.3538948324237616
33,I. Yüksek,Fenerbahçe,Fenerbahçe,"RDMF, LDMF, DMF",RDMF,7,25,0,2027-06-30,32,2609,Turkey,Turkey,right,183,77,no,10.56,5.1376,2.552312,6.137148000000001,TUR,Testing,2024,0.9967988994001657,0.9864736255687222,0.9916362624844439
34,K. Yılmaz,Kayserispor,Kayserispor,"RDMF, LDMF, DMF",RDMF,7,23,0,2026-06-30,29,2676,Turkey,Turkey,right,178,70,yes,8.91,3.901196,0.405524,5.752020000000001,TUR,Testing,2024,0.6252310690712017,0.6189568617445391,0.6220939654078704
35,J. Shelvey,Rizespor,Rizespor,"RDMF, LDMF, RCMF",RDMF,7,32,0,2025-06-30,32,2912,England,"England, Republic of Ireland",right,184,80,yes,5.35,2.164654,0.58968,8.285172,TUR,Testing,2024,0.4553549581693904,0.4430984711523343,0.4492267146608623
36,E. Akbaba,Adana Demirspor,Adana Demirspor,"RDMF, AMF, CF",RDMF,7,31,0,2024-06-30,35,3130,France,"France, Turkey",left,178,65,no,7.33,3.85581,0.9190720000000002,3.3957,TUR,Testing,2024,0.2151808952953206,0.2260378029130882,0.2206093491042044
37,G. Gül,Kasımpaşa,Kasımpaşa,"RDMF, DMF",RDMF,7,25,0,2025-06-30,38,3212,Germany,"Germany, Turkey",right,180,78,no,8.38,3.39306,2.32414,4.871986,TUR,Testing,2024,0.6383782295258356,0.6209291110488419,0.6296536702873388
38,Richard,Alanyaspor,Alanyaspor,"RDMF, RCMF",RDMF,7,30,0,2025-06-30,34,3240,Brazil,Brazil,right,191,76,no,11.69,4.252944,2.084172,2.554934,TUR,Testing,2024,0.6736513997218871,0.6580701198771977,0.6658607597995424
39,L. Torreira,Galatasaray,Galatasaray,"RDMF, RCMF, LDMF",RDMF,7,28,0,2026-06-30,37,3393,Uruguay,"Uruguay, Spain",right,166,60,no,10.48,4.217269,0.87375,7.955088,TUR,Testing,2024,0.9655041553076555,0.9984457113701392,0.9819749333388974
40,S. Dikmen,Konyaspor,Konyaspor,"RDMF, RCMF, LDMF",RDMF,7,30,0,2024-06-30,40,3777,Turkey,Turkey,right,179,75,no,6.48,2.905,0.8572,3.647745,TUR,Testing,2024,0.1052376065741914,0.08716331901432611,0.09620046279425877
41,A. Kara,Kasımpaşa,Kasımpaşa,"LDMF, LCMF",LDMF,7,31,0,2025-06-30,40,3837,Turkey,Turkey,right,186,84,no,6.87,2.838696,1.149728,4.6638,TUR,Testing,2024,0.3266940930338325,0.3141752660753799,0.3204346795546061
0,S. Ezatolahi,Shabab Al Ahli Dubai,Shabab Al Ahli Dubai,"RDMF, RCMF, LCMF",RDMF,7,27,0,2024-06-30,12,908,Iran,Iran,right,190,78,no,7.24,3.568156,2.180109,7.333830000000001,UAE,Testing,2024,0.5563736963501215,0.5709577950859254,0.5636657457180234
1,Nizar Al Rashdan,Emirates,Emirates,"DMF, RCMF, LCMF",DMF,7,25,0,,10,921,Jordan,Jordan,right,183,74,yes,8.89,4.788689,1.271072,3.324288,UAE,Testing,2024,0.6683638851416451,0.6477357872531956,0.6580498361974203
2,Waleed Hussain,Khorfakkan,Khorfakkan,"DMF, LCMF, LDMF",DMF,7,32,0,,17,1219,United Arab Emirates,United Arab Emirates,right,161,0,no,7.01,2.217514,0.589113,4.798071,UAE,Testing,2024,0.0,0.0,0.0
3,Park Yong-Woo,Al Ain,Al Ain,"DMF, LDMF, RDMF",DMF,7,30,0,,16,1402,Korea Republic,Korea Republic,right,188,79,no,7.25,3.14825,1.73475,6.0962,UAE,Testing,2024,0.4468659747131384,0.4631055605107971,0.4549857676119677
4,G. Poblete,Al Wasl,Al Wasl,"DMF, LDMF, RDMF",DMF,7,31,0,2025-06-30,15,1447,Argentina,"Argentina, Chile",right,176,71,no,7.28,3.666832,0.8085370000000001,5.906615,UAE,Testing,2024,0.335738087351048,0.3606947340635054,0.3482164107072767
5,A. Tshibola,Hatta,Hatta,"DMF, RCMF, LCMF",DMF,7,29,0,2024-05-31,17,1487,England,"England, Congo DR",right,190,81,no,8.47,4.058082,0.8493940000000001,5.808240000000001,UAE,Testing,2024,0.6042452229580176,0.6010201064184583,0.6026326646882378
6,Majid Rashid,Al Sharjah,Al Sharjah,"LDMF, LCMF, RDMF",LDMF,7,24,0,2028-06-30,23,1828,United Arab Emirates,United Arab Emirates,right,175,70,no,9.7,5.61323,0.984576,2.56224,UAE,Testing,2024,0.669747941678962,0.707052817286111,0.6884003794825364
7,S. Sidibe,Al Wasl,Al Wasl,"RDMF, RCMF",RDMF,7,21,0,2028-06-30,24,2004,Mali,Mali,,0,0,no,7.59,4.087675000000001,1.305,4.176896,UAE,Testing,2024,0.2582703723988893,0.3818971816821988,0.320083777040544
8,M. Coulibaly,Al Jazira,Al Jazira,"LDMF, DMF, RDMF",LDMF,7,20,0,,22,2105,Côte d'Ivoire,Côte d'Ivoire,unknown,0,0,no,8.59,4.40555,0.770892,7.393813,UAE,Testing,2024,0.7928024419116678,0.7725080496229175,0.7826552457672926
9,Allan,Al Wahda,Al Wahda,"DMF, RCMF, LCMF",DMF,7,33,0,2024-06-30,22,2180,Brazil,"Brazil, Portugal",right,175,74,no,9.0,5.121882,0.453717,10.201059,UAE,Testing,2024,1.0,1.0,1.0
10,U. Meleke,Al Bataeh,Al Bataeh,"RDMF, RCMF, LCB",RDMF,7,24,0,2025-06-30,23,2316,Côte d'Ivoire,Côte d'Ivoire,right,181,74,no,7.34,2.719812,1.129536,5.8275,UAE,Testing,2024,0.3765316572742057,0.3399684328124424,0.358250045043324
0,S. Rybalka,LNZ Cherkasy,LNZ Cherkasy,"RDMF, DMF, LDMF",RDMF,7,34,0,2024-06-30,19,1227,Ukraine,Ukraine,right,178,68,no,8.58,3.224445,0.43875,4.988925,UKR,Testing,2024,0.6029267692348385,0.5409311171846239,0.5719289432097312
1,D. Pidgurskyi,Rukh Lviv,Rukh Lviv,DMF,DMF,7,20,0,2026-06-30,18,1254,Ukraine,Ukraine,right,191,79,no,11.48,5.167872,1.937604,2.945836,UKR,Testing,2024,0.7638827127878381,0.782798661823252,0.7733406873055451
2,J. Bašić,Zorya,Zorya,"DMF, LDMF",DMF,7,27,0,2027-06-30,14,1289,Croatia,Croatia,left,191,82,no,10.68,4.188,1.255,2.724264000000001,UKR,Testing,2024,0.6619399398923771,0.6789773155185808,0.6704586277054789
3,H. Ilić,Kryvbas KR,Kryvbas KR,"RDMF, RCMF",RDMF,7,25,0,2026-06-30,20,1409,Croatia,Croatia,left,181,71,no,6.9,2.680384,0.95841,5.170310000000001,UKR,Testing,2024,0.4656791125655378,0.4106468023677637,0.4381629574666508
4,B. Krushynskyi,Polissya,Polissya,"LDMF, LCMF",LDMF,7,21,0,2027-12-31,25,1452,Ukraine,Ukraine,left,190,79,no,9.36,4.77125,1.614074,2.973482,UKR,Testing,2024,0.6622985368002422,0.6498335621502591,0.6560660494752506
5,O. Andrievskyi,Dynamo Kyiv,Dynamo Kyiv,"LDMF, DMF, RDMF",LDMF,7,29,0,2025-09-30,24,1532,Ukraine,Ukraine,left,179,75,no,9.93,4.170191999999999,0.47,6.343679999999999,UKR,Testing,2024,1.0,1.0,1.0
6,T. Stepanenko,Shakhtar Donetsk,Shakhtar Donetsk,DMF,DMF,7,34,0,2025-06-30,21,1536,Ukraine,Ukraine,left,181,76,no,7.5,3.27792,1.701216,3.747497,UKR,Testing,2024,0.3929654182766095,0.4072708604599052,0.4001181393682574
7,B. Kushnirenko,Polissya,Polissya,"RDMF, DMF, LDMF",RDMF,7,28,0,2024-12-31,25,1780,Ukraine,Ukraine,right,187,82,no,9.0,3.289152,3.134586,3.1875,UKR,Testing,2024,0.6010980997291148,0.5630777843907218,0.5820879420599183
8,K. Sigeev,Oleksandria,Oleksandria,"DMF, RCMF, RDMF",DMF,7,20,0,,24,1875,Ukraine,Ukraine,right,182,67,yes,7.01,2.785248,0.337292,2.832,UKR,Testing,2024,0.0,0.0,0.0
9,T. Moroz,Obolon,Obolon,"DMF, RCMF, LCMF",DMF,7,28,0,2025-06-30,26,2033,Ukraine,Ukraine,right,182,81,no,9.92,4.3365,1.725955,1.550124,UKR,Testing,2024,0.6565600932473117,0.6165240239458121,0.6365420585965619
10,V. Tankovskyi,Polissya,Polissya,"RDMF, DMF, RCMF",RDMF,7,28,0,2026-06-30,29,2223,Ukraine,Ukraine,right,168,73,no,9.84,5.102395,0.8105020000000001,4.289742,UKR,Testing,2024,0.852186627602543,0.8077057414254659,0.8299461845140045
11,D. Bizimana,Kryvbas KR,Kryvbas KR,"LDMF, DMF, RDMF",LDMF,7,27,0,2025-06-30,28,2292,Rwanda,Rwanda,right,176,74,no,8.29,3.61416,1.099718,5.342092,UKR,Testing,2024,0.7368451886893127,0.7247042174097386,0.7307747030495256
12,V. Brazhko,Dynamo Kyiv,Dynamo Kyiv,"RDMF, DMF, RCMF",RDMF,7,22,0,2028-06-30,28,2371,Ukraine,Ukraine,right,184,77,no,9.19,3.377262,0.9085260000000001,5.582935,UKR,Testing,2024,0.7918270291561789,0.7468649594390697,0.7693459942976243
13,D. Kryskiv,Shakhtar Donetsk,Shakhtar Donetsk,"DMF, RCMF",DMF,7,23,0,2024-12-31,30,2380,Ukraine,Ukraine,right,180,67,no,6.09,3.935463,0.492375,3.097842,UKR,Testing,2024,0.06399169417100015,0.1542230848581988,0.1091073895145995
14,R. Babenko,Dnipro-1,Dnipro-1,"DMF, RDMF, RCMF",DMF,7,31,0,2024-06-30,25,2388,Ukraine,Ukraine,left,172,71,no,11.16,4.450393,0.8688360000000002,5.352,UKR,Testing,2024,0.9494827969644605,0.9233531109116451,0.9364179539380528
15,A. Gabelok,Metalist 1925 Kharkiv,Metalist 1925 Kharkiv,"DMF, RCMF, LCMF",DMF,7,29,0,2025-06-30,29,2649,Ukraine,Ukraine,left,177,72,no,6.93,3.536,0.679221,4.182272,UKR,Testing,2024,0.2753886022659912,0.3085406302319453,0.2919646162489682
16,O. Vasylyev,Chornomorets,Chornomorets,"DMF, RCMF, RDMF",DMF,7,30,0,2025-06-30,31,2804,Ukraine,Ukraine,right,186,74,no,9.92,5.164806,1.157478,3.242535,UKR,Testing,2024,0.7147063398928079,0.7089830271279342,0.711844683510371
0,L. Lemos,Liverpool,Liverpool,"DMF, RDMF, RCB",DMF,7,24,550000,2025-08-03,18,1130,Uruguay,Uruguay,right,183,75,no,5.73,3.422089999999999,0.48,8.444348,URU,Testing,2024,0.268643742165657,0.3525947029118681,0.3106192225387626
1,F. Barrios,Defensor Sporting,Defensor Sporting,"DMF, RCMF",DMF,7,22,0,,19,1175,Uruguay,Uruguay,right,181,72,no,10.57,5.436648,1.60688,6.049505,URU,Testing,2024,0.6778575506688794,0.6814529604590097,0.6796552555639446
2,A. Di Pippa,Cerro Largo,Cerro Largo,"DMF, RCB, LCMF",DMF,7,24,0,,22,1288,Argentina,Argentina,right,179,75,no,10.62,4.963218,2.51515,5.79656,URU,Testing,2024,0.7409162081376411,0.7518048939025269,0.746360551020084
3,G. Freitas,Atlético GO,Wanderers,"LDMF, LCMF, RCMF",LDMF,7,32,400000,2024-12-31,14,1351,Uruguay,Uruguay,right,186,78,no,12.66,5.659894,2.86656,4.197824,URU,Testing,2024,0.666238068440718,0.697632769651395,0.6819354190460565
4,M. Fernández,Gimnasia La Plata,Boston River,"DMF, LCMF, RCB",DMF,7,23,425000,2025-06-30,16,1444,Uruguay,Uruguay,right,183,75,yes,8.23,3.549396,1.61784,5.983722,URU,Testing,2024,0.2360409914326577,0.3186059470937094,0.2773234692631835
5,R. Cristóbal,River Plate,River Plate,"DMF, RCMF, LCMF",DMF,7,28,450000,2024-12-31,25,1857,Uruguay,Uruguay,right,182,73,no,11.05,5.137370000000001,1.648218,8.094357,URU,Testing,2024,0.969179334977769,0.9750293335861772,0.9721043342819731
6,F. Bernal,Fluminense,Defensor Sporting,"DMF, LDMF",DMF,7,21,0,,21,1866,Uruguay,Uruguay,right,187,78,no,12.35,5.205935,2.123136,7.527562000000001,URU,Testing,2024,0.9288749912579658,0.9154028536356197,0.9221389224467927
7,A. Schetino,Fénix,Fénix,"DMF, RCMF, CB",DMF,7,30,200000,2024-12-31,27,1876,Uruguay,"Uruguay, Italy",right,186,73,no,10.6,4.752384,2.541754,5.898715999999999,URU,Testing,2024,0.7017472849417544,0.7154794479050343,0.7086133664233943
8,L. Núñez,Deportivo Maldonado,Deportivo Maldonado,"DMF, LDMF, RDMF",DMF,7,23,400000,2026-12-31,28,2050,Uruguay,Uruguay,right,178,75,no,12.6,5.533368,4.566428,2.987866,URU,Testing,2024,0.616248375402913,0.6145391469088483,0.6153937611558806
9,C. Oliva,Nacional,Nacional,"DMF, LDMF, RDMF",DMF,7,28,700000,2024-12-31,30,2315,Uruguay,Uruguay,right,178,77,no,14.31,7.620918,1.9446,7.584671999999999,URU,Testing,2024,1.0,1.0,1.0
10,D. Rodríguez,Liverpool,Liverpool,"DMF, RCMF, LDMF",DMF,7,35,175000,2024-12-31,34,2530,Uruguay,"Uruguay, Italy",right,170,65,no,7.9,2.990413999999999,1.457856,4.943124,URU,Testing,2024,0.0,0.0,0.0
11,S. Romero,Danubio,Danubio,"DMF, RCMF, RDMF",DMF,7,34,200000,2024-12-31,35,3113,Uruguay,Uruguay,right,174,71,no,10.15,5.231952,2.226136,4.511520000000001,URU,Testing,2024,0.4213192077708666,0.4672539990883641,0.4442866034296153
12,L. Rodríguez,Racing,Racing,"DMF, LDMF, RCMF",DMF,7,31,475000,2024-12-31,35,3125,Uruguay,Uruguay,right,170,62,no,14.11,6.511694,0.8650240000000001,5.503684999999999,URU,Testing,2024,0.8878059236974326,0.9137597002339409,0.9007828119656868
0,N. Palacio,Real Salt Lake,Real Salt Lake,"LDMF, RDMF, LCMF",LDMF,7,23,0,,25,970,Colombia,Colombia,right,180,80,no,8.63,4.544024,1.297785,5.662404,USA,Testing,2024,0.7244223267400679,0.7368283168963552,0.7306253218182115
1,N. Blom,Kaizer Chiefs,St. Louis City ,"RDMF, LDMF, LCMF",RDMF,7,24,1000000,2024-12-31,16,1001,South Africa,South Africa,right,173,67,yes,7.73,3.77394,0.6300180000000001,3.952487,USA,Testing,2024,0.2521658653887307,0.2580811633525476,0.2551235143706392
